state,demographics_year,total_population,st_population,st_share_state_population_pct,state_share_india_st_population_pct,decadal_growth_pct,high_st_share_year,high_st_share_state_population_pct,high_st_state_share_india_st_population_pct,is_high_st_share_state,literacy_year,total_literacy_rate_pct,st_literacy_rate_pct,literacy_gap_pct,enrolment_year,pre_primary_total,primary_total,upper_primary_total,pre_primary_female_share_pct,primary_female_share_pct,upper_primary_female_share_pct,academic_year,dropout_primary_pct,dropout_upper_primary_pct,dropout_secondary_pct,ger_classes_i_viii_boys,ger_classes_i_viii_girls,ger_classes_i_viii,ger_classes_i_x_boys,ger_classes_i_x_girls,ger_classes_i_x,ger_classes_i_xii_boys,ger_classes_i_xii_girls,ger_classes_i_xii,ger_classes_ix_x_boys,ger_classes_ix_x_girls,ger_classes_ix_x,ger_classes_ix_xii_boys,ger_classes_ix_xii_girls,ger_classes_ix_xii,ger_classes_xi_xii_boys,ger_classes_xi_xii_girls,ger_classes_xi_xii,ger_classes_i_viii_gpi,ger_classes_i_x_gpi,ger_classes_i_xii_gpi,ger_classes_ix_x_gpi,ger_classes_ix_xii_gpi,ger_classes_xi_xii_gpi,ger_year,ger_latest_year,ger_latest_primary_boys,ger_latest_primary_girls,ger_latest_primary_total,ger_latest_upper_primary_boys,ger_latest_upper_primary_girls,ger_latest_upper_primary_total,ger_latest_elementary_boys,ger_latest_elementary_girls,ger_latest_elementary_total,ger_latest_secondary_boys,ger_latest_secondary_girls,ger_latest_secondary_total,ger_latest_higher_secondary_boys,ger_latest_higher_secondary_girls,ger_latest_higher_secondary_total,ger_latest_primary_gpi,ger_latest_upper_primary_gpi,ger_latest_elementary_gpi,ger_latest_secondary_gpi,ger_latest_higher_secondary_gpi,ger_latest_ix_xii_avg_boys,ger_latest_ix_xii_avg_girls,ger_latest_ix_xii_avg_total,ger_latest_ix_xii_avg_gpi,ger_latest_ix_xii_avg,gpi_academic_year,gpi_primary_2021_22,gpi_upper_primary_2021_22,gpi_secondary_2021_22,gpi_higher_secondary_2021_22,gpi_primary_2020_21,gpi_upper_primary_2020_21,gpi_secondary_2020_21,gpi_higher_secondary_2020_21,gpi_primary,gpi_upper_primary,gpi_secondary,gpi_higher_secondary,gpi_ix_xii_avg,scholarship_post_matric_2019_20_release_lakh,scholarship_post_matric_2019_20_utilized_lakh,scholarship_post_matric_2020_21_release_lakh,scholarship_post_matric_2020_21_utilized_lakh,scholarship_post_matric_2021_22_release_lakh,scholarship_post_matric_2021_22_utilized_lakh,scholarship_post_matric_2022_23_release_lakh,scholarship_post_matric_2022_23_utilized_lakh,scholarship_post_matric_2023_24_release_lakh,scholarship_post_matric_2023_24_utilized_lakh,scholarship_pre_matric_2019_20_release_lakh,scholarship_pre_matric_2019_20_utilized_lakh,scholarship_pre_matric_2020_21_release_lakh,scholarship_pre_matric_2020_21_utilized_lakh,scholarship_pre_matric_2021_22_release_lakh,scholarship_pre_matric_2021_22_utilized_lakh,scholarship_pre_matric_2022_23_release_lakh,scholarship_pre_matric_2022_23_utilized_lakh,scholarship_pre_matric_2023_24_release_lakh,scholarship_pre_matric_2023_24_utilized_lakh,scholarship_total_release_2019_20_lakh,scholarship_total_utilized_2019_20_lakh,scholarship_utilization_2019_20_pct,scholarship_total_release_2020_21_lakh,scholarship_total_utilized_2020_21_lakh,scholarship_utilization_2020_21_pct,scholarship_total_release_2021_22_lakh,scholarship_total_utilized_2021_22_lakh,scholarship_utilization_2021_22_pct,scholarship_total_release_2022_23_lakh,scholarship_total_utilized_2022_23_lakh,scholarship_utilization_2022_23_pct,scholarship_total_release_2023_24_lakh,scholarship_total_utilized_2023_24_lakh,scholarship_utilization_2023_24_pct,scholarship_cumulative_release_lakh,scholarship_cumulative_utilized_lakh,scholarship_cumulative_utilization_pct,scholarship_total_release_2023_24_lakh_per_100k_st_pop,scholarship_total_utilized_2023_24_lakh_per_100k_st_pop,scholarship_cumulative_release_lakh_per_100k_st_pop,scholarship_cumulative_utilized_lakh_per_100k_st_pop,employment_lfpr_female_per_1000,employment_lfpr_male_per_1000,employment_lfpr_person_per_1000,employment_pu_female_per_1000,employment_pu_male_per_1000,employment_pu_person_per_1000,employment_wpr_female_per_1000,employment_wpr_male_per_1000,employment_wpr_person_per_1000,st_bpl_rural_pct,st_bpl_urban_pct,st_bpl_mean_pct,mgnreg_year,mgnreg_job_card_households_per_1000,mgnreg_work_less_20_days_per_1000,mgnreg_work_20_50_days_per_1000,mgnreg_work_50_100_days_per_1000,mgnreg_work_100_plus_days_per_1000,mgnreg_sought_not_received_per_1000,mgnreg_not_seeking_work_per_1000,mgnreg_average_days_worked,mgnreg_work_received_any_days_per_1000,mgnreg_100_plus_share_of_work_received_pct,st_population_rural,st_population_urban,st_population_residence_total,st_population_urban_share_pct,tribal_villages_gt_25_count,tribal_villages_gt_50_count,tribal_villages_gt_75_count,tribal_villages_gt_90_count,tribal_villages_100_pct_count,low_literacy_district_count,low_literacy_female_min_pct,low_literacy_female_mean_pct,low_literacy_total_mean_pct,tribe_count,tribe_population_total,tribe_weighted_literacy_total_pct,tribe_weighted_literacy_male_pct,tribe_weighted_literacy_female_pct,tribe_weighted_wpr_pct,tribe_weighted_main_worker_pct,tribe_weighted_marginal_worker_pct,hh_self_employed_agriculture_pct,hh_self_employed_non_agriculture_pct,hh_regular_wage_salary_pct,hh_casual_labour_agriculture_pct,hh_casual_labour_non_agriculture_pct,hh_others_pct,estimated_households,sample_households,st_literacy_deprivation_pct,female_literacy_deprivation_pct,score_component_st_literacy_deprivation_pct,score_component_female_literacy_deprivation_pct,score_component_literacy_gap_pct,score_component_dropout_secondary_pct,score_component_low_literacy_district_count,score_component_st_bpl_mean_pct,score_component_employment_pu_person_per_1000,score_component_mgnreg_sought_not_received_per_1000,education_disadvantage_score,economic_vulnerability_score,overall_priority_score,policy_priority_category,overall_priority_rank
Chhattisgarh,2011,25545198.0,7822902.0,30.62,18.23,7.5,2011,30.62,7.5,True,2011,70.3,59.1,11.2,2010,22313.0,995539,395242,47.00847039842244,48.247431793229595,46.95098193005804,2021-22,1.99,5.92,12.79,104.8,98.4,101.6,95.6,90.0,92.8,85.9,79.7,82.9,58.0,55.2,56.7,45.9,40.3,43.1,32.6,24.7,28.6,0.9389312977099238,0.9414225941422595,0.9278230500582072,0.9517241379310345,0.877995642701525,0.7576687116564417,2013,2023,87.7,88.2,87.9,87.0,87.7,87.4,87.5,88.0,87.7,63.4,72.4,67.8,39.8,53.4,46.6,1.0057012542759407,1.0080459770114942,1.0057142857142858,1.1419558359621451,1.341708542713568,51.599999999999994,62.900000000000006,57.2,1.2189922480620157,57.2,2021-22,1.0,1.0,1.1,1.2,1.0,1.0,1.1,1.2,1.0,1.0,1.1,1.2,1.15,7022.69,7022.69,8790.24,8790.24,0.0,0.0,9330.35,9330.35,7125.0,7125.0,4796.94,4796.94,3541.54,3541.54,0.0,0.0,0.0,0.0,5250.0,0.0,11819.63,11819.63,100.0,12331.779999999999,12331.779999999999,100.0,0.0,0.0,,9330.35,9330.35,100.0,12375.0,7125.0,57.57575757575758,45856.759999999995,40606.759999999995,88.55130628504936,158.18937780378687,91.0787326749076,586.1860470705117,519.0754019416323,401.0,511.0,456.0,0.0,0.0,0.0,400.0,510.0,455.0,52.6,35.2,43.900000000000006,2013,613,185,229,105,0,233,247,36,519,0.0,7231082.0,591820.0,7822902.0,7.5652232381282545,,,,,,2.0,24.2,25.1,33.7,42.0,7790714.0,58.94139805414498,69.52511072797692,48.615475462197686,52.83835453335856,60.288156477057164,39.711843522942836,54.3,7.6,14.5,7.4,10.9,5.3,,1400.0,40.9,51.384524537802314,0.7670588235294118,0.8173653140756421,0.43190661478599224,0.38617149758454106,0.06666666666666667,0.8283166109253067,0.0,0.233,0.49383378332845085,0.3537722036417689,0.42380299348510986,Economic vulnerability priority,11.0
Jammu and Kashmir,2011,12541302.0,1493299.0,11.91,35.02,1.43,2011,11.91,1.43,True,2011,67.2,50.6,16.6,2010,7117.0,129837,52954,45.66530841646762,46.13245839013532,44.55376364391736,2021-22,3.31,5.02,14.17,82.8,78.0,80.6,73.8,68.4,71.2,66.3,60.9,63.8,36.0,26.7,31.7,30.6,22.5,26.9,24.7,18.1,21.7,0.9420289855072465,0.9268292682926831,0.9185520361990951,0.7416666666666667,0.7352941176470588,0.7327935222672065,2013,2023,142.6,136.4,139.5,84.2,86.6,85.3,117.0,115.6,116.3,65.4,62.3,64.0,32.1,28.8,30.6,0.9565217391304348,1.028503562945368,0.988034188034188,0.9525993883792048,0.897196261682243,48.75,45.55,47.3,0.9343589743589743,47.3,2021-22,0.9,1.1,0.9,0.8,1.0,1.0,0.9,0.8,0.9,1.1,0.9,0.8,0.8500000000000001,1048.29,1048.29,805.44,805.44,0.0,0.0,683.57,683.57,746.25,746.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1048.29,1048.29,100.0,805.44,805.44,100.0,0.0,0.0,,683.57,683.57,100.0,746.25,746.25,100.0,3283.55,3283.55,100.0,49.97324715278052,49.97324715278052,219.88563576350083,219.88563576350083,688.0,562.0,620.0,0.0,1.0,0.0,688.0,561.0,620.0,16.3,3.0,9.65,2013,368,36,0,0,0,32,588,14,36,0.0,1406833.0,86466.0,1493299.0,5.790267053014835,1295.0,766.0,488.0,369.0,89.0,15.0,19.8,28.720000000000002,39.24,12.0,1381674.0,50.02394450499901,60.08267333683633,39.16619528195508,35.66053996818353,44.71105644312624,55.28894355687376,18.6,30.4,28.5,0.0,18.6,3.8,,1784.0,49.4,60.83380471804492,0.9670588235294117,0.9676734843231013,0.642023346303502,0.42783816425120774,0.9333333333333333,0.06465997770345597,0.0,0.032,0.7875854303481112,0.032219992567818656,0.409902711457965,Education disadvantage priority,12.0
Gujarat,2011,60439692.0,8917174.0,14.75,19.2,8.55,2011,14.75,8.55,True,2011,78.0,62.5,15.6,2010,0.0,1225038,355397,,48.18438285179725,47.13630109426923,2021-22,0.54,6.47,20.35,108.8,109.4,109.1,98.1,98.5,98.3,88.8,88.7,88.7,52.5,51.9,52.2,43.5,41.4,42.5,33.2,29.5,31.4,1.005514705882353,1.0040774719673802,0.9988738738738739,0.9885714285714285,0.9517241379310345,0.8885542168674698,2013,2023,81.7,80.9,81.3,95.8,94.8,95.3,86.8,85.9,86.4,76.9,75.9,76.4,36.2,46.8,41.3,0.9902080783353734,0.9895615866388309,0.98963133640553,0.9869960988296489,1.2928176795580109,56.550000000000004,61.35,58.85,1.0848806366047745,58.85,2021-22,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.2,1.0,1.0,1.0,1.1,1.05,14004.48,14004.48,22977.64,22977.64,46170.25,46170.25,24426.38,24426.38,35000.0,19400.0,5248.34,5248.34,2198.84,2198.84,3689.18,3689.18,5451.67,5451.67,6200.0,0.0,19252.82,19252.82,100.0,25176.48,25176.48,100.0,49859.43,49859.43,100.0,29878.050000000003,29878.050000000003,100.0,41200.0,19400.0,47.0873786407767,165366.78000000003,143566.78000000003,86.81718299165044,462.0297865669101,217.5577150339334,1854.475195841194,1610.0031243082174,370.0,567.0,473.0,8.0,9.0,8.0,363.0,558.0,465.0,36.5,30.1,33.3,2013,450,203,84,27,0,96,512,23,314,0.0,8021848.0,895326.0,8917174.0,10.040467977859354,6085.0,4970.0,4089.0,3531.0,935.0,1.0,31.5,31.5,44.3,29.0,8706477.0,62.149528770362565,71.44834611060249,52.67811191599082,49.8403157787013,68.4089298576221,31.591070142377912,40.7,11.9,24.4,9.5,7.9,5.7,,1664.0,37.5,47.32188808400918,0.6870588235294118,0.7527416136347272,0.603112840466926,0.6144323671497586,0.0,0.5919732441471571,0.1702127659574468,0.096,0.5314691289561647,0.2860620033682013,0.408765566162183,Monitor / comparatively lower priority,13.0
Kerala,2011,33406061.0,484839.0,1.45,33.13,0.46,,,,False,2011,94.0,75.8,18.2,2010,0.0,42855,25716,,47.71205226928013,48.145123658422776,2021-22,0.04,0.0,7.83,140.7,135.4,138.1,130.8,127.9,129.4,114.0,111.0,112.5,91.9,98.3,95.0,59.5,62.3,60.9,24.7,25.8,25.3,0.9623312011371714,0.97782874617737,0.9736842105263158,1.0696409140369967,1.0470588235294118,1.0445344129554657,2013,2023,88.7,91.7,90.2,94.9,92.1,93.5,91.1,91.8,91.5,103.4,95.7,99.6,89.9,100.7,95.2,1.0338218714768883,0.970495258166491,1.0076838638858399,0.925531914893617,1.1201334816462736,96.65,98.2,97.4,1.016037247801345,97.4,2021-22,1.0,1.0,0.9,1.1,1.0,1.0,0.9,1.1,1.0,1.0,0.9,1.1,1.0,1641.52,1641.52,3285.25,3285.25,2516.49,2516.49,0.0,0.0,4689.34,0.0,287.31,287.31,116.56,116.56,347.07,347.07,0.0,0.0,436.46,0.0,1928.83,1928.83,100.0,3401.81,3401.81,100.0,2863.56,2863.56,100.0,0.0,0.0,,5125.8,0.0,0.0,13320.0,8194.199999999999,61.518018018018005,1057.2169318062283,0.0,2747.3037441294946,1690.086812323266,282.0,501.0,383.0,41.0,0.0,22.0,241.0,501.0,361.0,41.0,13.6,27.3,2013,344,44,97,27,0,62,770,44,168,0.0,433092.0,51747.0,484839.0,10.673027541101272,26.0,6.0,,,,,,,,36.0,422487.0,73.24657681774823,78.61250026628038,68.10140927413153,49.04932814500801,69.51500330187675,30.484996698123254,17.3,21.5,26.5,7.0,15.1,12.5,,2104.0,24.200000000000003,31.898590725868473,0.37411764705882367,0.5074057191682048,0.7042801556420233,0.2364130434782609,,0.4581939799331104,0.46808510638297873,0.062,0.4555541413368282,0.329426362105363,0.39249025172109564,Monitor / comparatively lower priority,14.0
Tripura,2011,3673917.0,1166813.0,31.76,17.45,1.12,2011,31.76,1.12,True,2011,87.2,79.1,8.2,2010,1907.0,168117,74228,45.9884635553225,48.63339222089378,47.05097806757558,2021-22,1.99,7.49,9.21,127.4,123.1,125.3,116.4,112.2,114.4,101.3,96.9,99.1,75.0,70.0,72.6,50.1,44.3,47.3,23.2,17.1,20.2,0.966248037676609,0.9639175257731959,0.9565646594274433,0.9333333333333333,0.8842315369261476,0.7370689655172414,2013,2023,119.5,123.3,121.3,91.9,95.4,93.6,107.9,111.5,109.6,69.0,76.5,72.6,47.7,56.7,52.0,1.0317991631799164,1.0380848748639826,1.0333642261353104,1.108695652173913,1.1886792452830188,58.35,66.6,62.3,1.141388174807198,62.3,2021-22,1.0,1.0,1.1,1.2,1.0,1.0,1.1,1.1,1.0,1.0,1.1,1.2,1.15,2355.78,2355.78,4804.98,4804.98,7188.77,7188.77,4522.33,4522.33,4000.0,3993.9,386.18,386.18,252.09,252.09,58.55,58.55,1136.76,1124.1,0.0,0.0,2741.96,2741.96,100.0,5057.07,5057.07,100.0,7247.320000000001,7247.320000000001,100.0,5659.09,5646.43,99.77628912068901,4000.0,3993.9,99.8475,24705.440000000002,24686.68,99.92406530707406,342.8141441687743,342.2913525989169,2117.343567478251,2115.7357691420993,211.0,582.0,409.0,39.0,37.0,38.0,172.0,545.0,372.0,,,,2013,884,9,227,640,0,39,80,66,876,0.0,1117566.0,49247.0,1166813.0,4.220642039469906,564.0,466.0,385.0,301.0,22.0,,,,,19.0,1118457.0,78.89166360441214,86.32496653872253,71.29769664815008,43.555154556679426,64.45584354159345,35.54415645840654,33.4,22.3,12.4,4.5,22.1,5.3,,1216.0,20.900000000000006,28.70230335184992,0.2964705882352943,0.4565628933010761,0.3151750972762646,0.2780797101449276,,,0.8085106382978723,0.039,0.3365720722393907,0.42375531914893616,0.3801636956941634,Economic vulnerability priority,15.0
Andhra Pradesh,2011,84580777.0,5918073.0,7.0,17.79,5.68,,,,False,2011,67.0,49.2,17.8,2010,22048.0,770060,284687,40.860849056603776,48.522193075864216,46.29189249948188,2021-22,1.23,6.23,11.64,111.6,112.5,112.0,104.0,105.8,104.9,98.0,97.3,97.7,71.1,74.2,72.5,66.2,60.6,63.6,60.4,46.1,53.5,1.0080645161290323,1.0173076923076922,0.9928571428571429,1.0436005625879046,0.9154078549848942,0.7632450331125828,2013,2023,116.0,121.2,118.5,112.5,115.1,113.7,114.7,119.0,116.8,96.0,97.2,96.6,66.1,72.0,69.0,1.0448275862068965,1.023111111111111,1.037489102005231,1.0125,1.0892586989409985,81.05,84.6,82.8,1.043800123380629,82.8,2021-22,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.1,1.05,7797.07,7797.07,6039.35,6039.35,8991.45,8991.45,13356.5,13356.5,11471.08,0.0,736.32,736.32,1433.81,1433.81,3935.06,3935.06,0.0,0.0,5700.16,5700.16,8533.39,8533.39,100.0,7473.16,7473.16,100.0,12926.51,12926.51,100.0,13356.5,13356.5,100.0,17171.239999999998,5700.16,33.19597186924183,59460.799999999996,47989.72,80.70816403411996,290.1491752467399,96.31783859374495,1004.7324526074618,810.9011159544671,544.0,587.0,566.0,0.0,1.0,1.0,544.0,585.0,565.0,24.1,12.1,18.1,2013,694,78,195,265,29,181,252,62,567,5.114638447971781,5232129.0,685944.0,5918073.0,11.590664731577323,6748.0,5335.0,4515.0,3928.0,1466.0,1.0,34.7,34.7,44.9,35.0,5682736.0,49.04301098977675,58.18816423990134,39.87691552097441,54.251955660090495,80.42310809441086,19.57689190558914,27.7,14.8,13.6,15.9,11.3,16.5,,2160.0,50.8,60.12308447902559,1.0,0.956368172527162,0.688715953307393,0.3514492753623189,0.0,0.2530657748049053,0.02127659574468085,0.181,0.5993066802393747,0.15178079018319537,0.37554373521128503,Education disadvantage priority,16.0
Dadra and Nagar Haveli and Daman and Diu,2011,586956.0,193927.0,58.27,39.88,0.18,2011,51.95,0.17,True,,,,,2010,67.0,28095,13945,53.73134328358209,48.49617369638726,45.57906059519541,2021-22,0.0,0.0,12.21,161.1,168.6,164.5,154.7,161.7,157.8,141.7,148.2,144.5,126.6,126.8,126.7,95.4,95.2,95.2,57.5,60.2,58.1,1.0465549348230911,1.0452488687782806,1.0458715596330275,1.0015797788309637,0.9979035639412998,1.0469565217391306,2013,2023,65.9,71.4,68.5,64.0,68.6,66.2,65.1,70.3,67.6,66.0,76.1,70.7,25.6,34.9,29.9,1.0834597875569043,1.071875,1.0798771121351767,1.1530303030303028,1.3632812499999998,45.8,55.5,50.3,1.2117903930131004,50.3,2021-22,1.1,1.0,1.0,1.3,1.1,1.1,1.1,1.3,1.1,1.0,1.0,1.3,1.15,88.66,88.66,3481.73,3481.73,0.0,0.0,0.0,0.0,403.75,403.73,38.49,38.49,234.0,234.0,206.62,0.0,0.0,0.0,0.0,0.0,127.15,127.15,100.0,3715.73,3715.73,100.0,206.62,0.0,0.0,0.0,0.0,,403.75,403.73,99.99504643962848,4453.25,4246.610000000001,95.35979340930783,208.19689883306603,208.18658567399072,2296.35378260892,2189.798223042692,,,,,,,,,,,,,2013,122,0,122,0,0,220,1632,32,122,0.0,158561.0,35366.0,193927.0,18.236759192892173,73.0,67.0,60.0,46.0,5.0,,,,,10.0,185081.0,67.82728746557697,78.70035533445856,56.934503742199134,76.99607793344535,75.93398552012081,32.33058444680978,2.6,8.5,75.2,4.7,8.0,1.0,,128.0,,43.065496257800866,,0.6850358778484922,,0.3686594202898551,,,,0.22,0.5268476490691736,0.22,0.3734238245345868,Monitor / comparatively lower priority,17.0
Karnataka,2011,61095297.0,4248987.0,6.95,22.66,4.07,,,,False,2011,75.4,62.1,13.3,2010,0.0,438205,227461,,48.422770164648966,47.55188801596758,2021-22,0.67,1.77,16.47,106.7,103.1,104.9,99.9,97.1,98.5,90.1,88.3,89.2,73.3,72.2,72.8,56.6,55.7,56.2,38.9,37.2,38.1,0.9662605435801311,0.9719719719719718,0.9800221975582686,0.984993178717599,0.9840989399293286,0.9562982005141389,2013,2023,105.2,106.0,105.6,105.3,103.5,104.4,105.3,105.0,105.2,96.0,98.3,97.2,47.0,58.0,52.2,1.0076045627376427,0.982905982905983,0.9971509971509972,1.0239583333333333,1.2340425531914894,71.5,78.15,74.7,1.093006993006993,74.7,2021-22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,15003.43,15003.43,0.0,0.0,17080.51,17080.51,0.0,0.0,22556.05,22556.05,1846.92,1846.92,0.0,0.0,1753.16,1753.16,2370.04,2370.04,3400.0,2550.0,16850.35,16850.35,100.0,0.0,0.0,,18833.67,18833.67,100.0,2370.04,2370.04,100.0,25956.05,25106.05,96.72523361605482,64010.11,63160.11,98.67208476910912,610.8761923724408,590.8714241771039,1506.4793090682556,1486.4745408729186,420.0,594.0,505.0,0.0,0.0,0.0,419.0,594.0,505.0,30.8,33.7,32.25,2013,300,147,12,27,0,98,716,22,186,0.0,3429791.0,819196.0,4248987.0,19.279795395937903,3000.0,1083.0,447.0,224.0,61.0,2.0,32.7,33.0,44.0,50.0,3937390.0,61.27190001498454,70.46896436471877,51.98106141377918,50.58085691282804,80.7818609789734,19.218139021026623,41.8,10.6,11.8,15.4,10.0,10.4,,1792.0,37.9,48.01893858622082,0.6964705882352942,0.7638294831400225,0.5136186770428016,0.49728260869565216,0.06666666666666667,0.568561872909699,0.0,0.098,0.5075736047560875,0.22218729096989964,0.36488044786299356,Monitor / comparatively lower priority,18.0
Assam,2011,31205576.0,3884371.0,12.45,17.4,3.72,2011,12.45,3.72,True,2011,72.2,72.1,0.1,2010,156951.0,416440,210371,49.170760300985656,49.99183555854385,49.20069781481288,2021-22,6.29,4.76,12.67,96.4,97.2,96.8,87.4,85.9,86.7,74.9,72.0,73.5,55.4,47.0,51.2,36.8,29.4,33.1,18.6,12.6,15.5,1.008298755186722,0.982837528604119,0.9612817089452603,0.848375451263538,0.7989130434782609,0.6774193548387096,2013,2023,117.9,124.3,121.0,99.7,104.7,102.1,110.7,116.4,113.5,92.5,96.8,94.7,53.7,53.0,53.3,1.0542832909245121,1.0501504513540623,1.051490514905149,1.0464864864864865,0.9869646182495344,73.1,74.9,74.0,1.024623803009576,74.0,2021-22,1.1,1.0,1.0,1.0,1.1,1.0,1.0,0.9,1.1,1.0,1.0,1.0,1.0,4867.2,4867.2,5413.54,5413.54,1093.4,1093.4,6845.47,6845.47,3500.0,3499.81,0.0,0.0,17.27,17.27,102.19,102.19,107.41,107.41,187.5,141.22,4867.2,4867.2,100.0,5430.81,5430.81,100.0,1195.5900000000001,1195.5900000000001,100.0,6952.88,6952.88,100.0,3687.5,3641.0299999999997,98.73979661016948,22133.98,22087.51,99.79005131476579,94.93171481302893,93.73538212493091,569.8214717389251,568.625139050827,200.0,587.0,404.0,9.0,25.0,18.0,191.0,562.0,386.0,33.4,15.6,24.5,2013,300,64,120,4,2,282,515,28,190,1.0526315789473684,3665405.0,218966.0,3884371.0,5.6371031500338145,8066.0,6626.0,5406.0,4562.0,1503.0,,,,,26.0,3705315.0,72.01548061115025,79.05876552412268,64.85817990949484,48.491699302218564,66.15370391081377,37.43580018945784,24.2,27.1,21.0,4.8,21.5,1.3,,2616.0,27.900000000000006,35.14182009050516,0.4611764705882355,0.5589952436814736,0.0,0.382548309178744,,0.3957636566332218,0.3829787234042553,0.282,0.3506800058621133,0.3535807933458257,0.3521303996039695,Monitor / comparatively lower priority,19.0
Andaman and Nicobar Islands,2011,380581.0,28530.0,7.5,3.19,0.03,,,,False,2011,86.6,75.6,11.0,2010,119.0,2370,1645,48.739495798319325,48.438818565400844,45.95744680851064,2021-22,0.0,2.96,10.34,77.3,75.4,76.4,76.7,75.6,76.2,72.9,73.1,73.0,74.5,76.5,75.4,63.5,68.5,66.0,50.7,59.6,55.0,0.9754204398447608,0.9856584093872228,1.0027434842249656,1.0268456375838926,1.078740157480315,1.175542406311637,2013,2023,86.3,94.4,90.0,95.7,108.0,101.3,89.8,99.5,94.3,77.7,90.5,83.7,65.3,86.3,75.2,1.0938586326767092,1.128526645768025,1.1080178173719377,1.1647361647361647,1.321592649310873,71.5,88.4,79.45,1.2363636363636366,79.45,2021-22,1.2,1.1,1.2,1.1,1.1,1.2,1.1,1.4,1.2,1.1,1.2,1.1,1.15,11.34,11.34,13.29,13.29,10.35,10.3,0.0,0.0,0.0,0.0,5.62,5.62,12.33,12.33,8.03,6.04,0.0,0.0,0.0,0.0,16.96,16.96,100.0,25.619999999999997,25.619999999999997,100.0,18.38,16.34,88.90097932535365,0.0,0.0,,0.0,0.0,,60.959999999999994,58.92,96.65354330708664,0.0,0.0,213.6698212407991,206.51945320715038,187.0,610.0,406.0,35.0,12.0,23.0,151.0,599.0,383.0,,,,2013,118,0,6,0,2,81,865,61,8,25.0,26715.0,1815.0,28530.0,6.361724500525763,93.0,89.0,84.0,77.0,41.0,,,,,6.0,27937.0,75.25435444034792,80.79139850377635,69.42158069943086,40.61403872999965,38.91504098507356,61.08495901492644,27.5,14.4,33.9,1.8,14.8,7.6,,240.0,24.400000000000006,30.578419300569138,0.3788235294117649,0.4864059660055645,0.4241245136186771,0.31219806763285024,,,0.48936170212765956,0.081,0.40038801916721417,0.2851808510638298,0.342784435115522,Monitor / comparatively lower priority,20.0
Puducherry,2011,1247953.0,,,,,,,,False,2011,85.8,,,2010,0.0,0,0,,,,2021-22,0.0,0.0,21.17,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,,,,,,,,,,,,,,,,,,,,,,,,2021-22,,,,,,,,,,,,,,0.0,0.0,19.56,2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,21.189999999999998,3.46,16.328456819254367,0.0,0.0,,0.0,0.0,,0.0,0.0,,21.189999999999998,3.46,16.328456819254367,,,,,,,,,,,,,,,,,2013,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,5.6,12.2,52.5,8.8,16.1,4.8,,128.0,,,,,,0.6391908212560388,,,,0.0,0.6391908212560388,0.0,0.3195954106280194,Education disadvantage priority,21.0
Arunachal Pradesh,2011,1383727.0,951821.0,68.79,34.98,0.91,2011,68.79,0.91,True,2011,65.4,64.6,0.8,2010,42781.0,172899,59745,47.28033472803347,48.65325999572004,49.14553519122939,2021-22,10.9,7.39,9.04,174.0,165.7,169.9,153.7,145.6,149.7,137.9,130.5,134.2,77.8,69.3,73.5,66.9,59.9,63.5,55.0,49.6,52.3,0.9522988505747125,0.9472999349381913,0.9463379260333574,0.890745501285347,0.8953662182361734,0.9018181818181819,2013,2023,109.3,112.8,111.0,83.8,91.0,87.4,98.9,103.7,101.2,65.6,69.5,67.5,48.7,53.2,51.0,1.0320219579139982,1.0859188544152745,1.0485338725985844,1.0594512195121952,1.0924024640657084,57.15,61.35,59.25,1.073490813648294,59.25,2021-22,1.0,1.1,1.0,1.1,1.0,1.1,1.1,1.1,1.0,1.1,1.0,1.1,1.05,6113.41,6113.41,5712.96,5712.96,12360.5,12360.5,9616.49,9616.49,8000.0,8000.0,0.0,0.0,0.0,0.0,207.3,207.3,267.44,0.0,0.0,0.0,6113.41,6113.41,100.0,5712.96,5712.96,100.0,12567.8,12567.8,100.0,9883.93,9616.49,97.2941937063496,8000.0,8000.0,100.0,42278.1,42010.659999999996,99.36742663459331,840.4941685463967,840.4941685463967,4441.812063402677,4413.7143433481715,295.0,480.0,392.0,2.0,11.0,7.0,292.0,469.0,385.0,,,,2013,260,77,32,109,0,285,328,51,218,0.0,789846.0,161975.0,951821.0,17.01738036878783,4859.0,4667.0,4367.0,3929.0,2382.0,,,,,104.0,949132.0,64.31218808342781,71.28268028050894,57.61617562151524,40.27555724598897,79.72773112696655,20.272268873033468,48.7,16.1,27.5,0.0,5.3,2.4,,1084.0,35.400000000000006,42.38382437848476,0.6376470588235296,0.6741926336082181,0.027237354085603117,0.27294685990338163,,,0.14893617021276595,0.285,0.4030059766051831,0.21696808510638296,0.30998703085578305,Monitor / comparatively lower priority,22.0
